325 następnie 68
326 stanowi 67
327 okręg 67
328 ziemi 67
329 spisu 67
330 świecie 66
331 aktorka 66
332 katolicki 66
333 olimpijskich 66
334 partii 66
335 powierzchni 65
336 kadencji 65
337 wcześniej 65
338 dwa 65
339 duchowny 65
340 filmowy 65
341 ta 65
342 już 65
343 rzeką 65
344 mistrzostwa 65
345 japonii 65
346 zostały 65
347 strefie 65
348 john 65
349 udział 64
350 flaga 64
351 czyli 63
352 języku 63
353 okresie 63
354 powiat 63
355 rzeki 63
356 singel 63
357 górna 63
358 reprezentant 63
359 im 63
360 in 62
361 polskich 62
362 rosji 62
363 króla 62
364 zachodniopomorskim 62
365 serial 62
366 minister 61
367 fr 61
368 kujawskopomorskim 61
369 domowych 61
370 założony 61
371 sposób 61
372 jasność 61
373 liczył 61
374 rzeka 61
375 warmińskomazurskim 60
376 obszar 60
377 okręgu 60
378 xx 60
379 nepalu 60
380 życia 59
381 historyk 59
382 drodze 59
383 dawna 59
384 sezonie 59
385 jana 59
386 przystanek 59
387 kolejowy 59
388 tu 59
389 nich 59
390 tych 59
391 pgc 59
392 łodzi 59
393 obejmuje 58
394 azji 58
395 napastnika 58
396 dzięki 58
397 kiedy 58
398 sn 58
399 języka 57
400 dawniej 57
401 wiejska 57
402 piechoty 57
403 jednostka 57
404 muzeum 57
405 poprzez 57
406 x 57
407 supernowa 57
408 galaktyce 57
409 momencie 57
410 reprezentacji 57
411 reżyser 56
412 pomorskim 56
413 stanów 56
414 rejonie 56
415 podlaskim 56
416 biskup 56
417 związku 56
418 nazwy 56
419 odkrycia 56
420 zawodnik 56
421 development 56
422 powierzchnia 56
423 san 56
424 maksymalną 55
425 obwodzie 55
426 kierunku 55
427 podstawie 55
428 cmentarz 55
429 tzw 55
430 ligi 55
431 stanu 55
432 doliny 55
433 klasy 55
434 lubelskim 55
435 linia 55
436 trener 55
437 droga 55
438 bardzo 55
439 metra 54
440 uniwersytecie 54
441 dnia 54
442 studyjny 54
443 gospodarstw 54
444 niż 54
445 niej 54
446 województwa 54
447 v 54
448 village 54
449 powszechnego 54
450 bez 53
451 trzech 53
452 wszystkie 53
453 records 53
454 śmierci 53
455 olimpijski 53
456 dni 53
457 nazwę 53
458 c 53
459 maria 53
460 albumu 53
461 committee 53
462 ameryki 53
463 nożnej 53
464 kompozytor 52
465 von 52
466 zawiera 52
467 kg 52
468 granicy 52
469 k 52
470 jednego 52
471 e 52
472 nepalskiego 52
473 parku 52
474 sezon 52
475 piłce 52
476 wyspie 51
477 republiki 51
478 zachodnich 51
479 brytanii 51
480 firmę 51
481 dziennikarz 51
482 utwór 51
483 samym 51
484 mieści 51
485 europie 51
486 wielki 51
487 te 51
488 mistrzostwach 51
489 william 51
490 hrabstwo 51
491 mu 50
492 lekkoatleta 50
493 filmu 50
494 drugiej 50
495 nowej 50
496 firmy 50
497 długość 50
498 trzy 50
499 dniach 50
500 zazwyczaj 49
501 pierwsza 49
502 takich 49
503 zarówno 49
504 planetoid 49
505 xix 49
506 pułk 49
507 model 49
508 sił 49
509 produkowany 49
510 zdobył 49
511 wiele 49
512 rady 48
513 poeta 48
514 kilka 48
515 stacji 48
516 pierwszym 48
517 znajdujący 48
518 używany 48
519 rok 48
520 miał 48
521 tak 48
522 inne 48
523 języków 48
524 jorku 48
525 herbu 48
526 metrów 48
527 ona 48
528 płyty 47
529 lekarz 47
530 herb 47
531 osiedle 47
532 gatunki 47
533 nauk 47
534 jezioro 47
535 dolna 47
536 rejencji 47
537 telewizyjny 47
538 zostało 47
539 gdy 47
540 poznaniu 47
541 zajmuje 47
542 gatunków 47
543 właśc 47
544 mcg 47
545 rzymskokatolicka 47
546 otwarta 46
547 obwodu 46
548 generał 46
549 względu 46
550 początkowo 46
551 produkcji 46
552 rp 46
553 nowy 46
554 stanisław 46
555 państwa 46
556 władz 45
557 jedną 45
558 parafii 45
559 stolicą 45
560 rzeczypospolitej 45
561 regionu 45
562 niego 45
563 pracy 45
564 kilku 45
565 powieść 45
566 właściwie 45
567 rośliny 45
568 innymi 45
569 składa 45
570 iv 45
571 dzień 45
572 gry 44
573 paryżu 44
574 stan 44
575 londynie 44
576 igrzysk 44
577 kultury 44
578 mln 44
579 natomiast 44
580 czterech 44
581 brytyjskiej 44
582 liczba 44
583 postać 44
584 drużyna 44
585 ha 44
586 miejscu 44
587 muzyk 43
588 początku 43
589 odbył 43
590 prawa 43
591 republice 43
592 terytorium 43
593 chin 43
594 wzrostu 43
595 wysp 43
596 pierwszej 43
597 powieści 43
598 wszystkich 43
599 ludności 43
600 oddział 43
601 powstały 43
602 pierwsze 43
603 estonii 43
604 stylu 43
605 wrocławiu 43
606 wśród 43
607 powiatu 43
608 organizacji 42
609 je 42
610 sztuki 42
611 rolę 42
612 sołectwa 42
613 world 42
614 dolnośląskim 42
615 jednocześnie 42
616 pol 42
617 założona 42
618 częścią 42
619 serialu 42
620 kolejowej 42
621 igrzyskach 42
622 nazwą 41
623 większość 41
624 ryb 41
625 wersji 41
626 malarz 41
627 król 41
628 producent 41
629 wojskowy 41
630 new 41
631 zespołów 41
632 obok 41
633 takie 41
634 muzycznej 41
635 spiralna 41
636 dopływ 41
637 synagoga 41
638 klasyfikacji 40
639 ukrainie 40
640 kariery 40
641 amerykańskiego 40
642 góry 40
643 tamże 40
644 stolicy 40
645 koło 40
646 lecz 40
647 powierzchnię 40
648 niemieckiego 40
649 postaci 40
650 literatury 40
651 d 40
652 obszarze 40
653 świętokrzyskim 39
654 ukrainy 39
655 oznacza 39
656 józef 39
657 imienia 39
658 andrzej 39
659 s 39
660 akademii 39
661 płyta 39
662 specjalizujący 39
663 one 39
664 katolickiego 39
665 mogą 39
666 st 39
667 cztery 39
668 zaś 39
669 australii 39
670 ramach 39
671 którą 39
672 wyniki 39
673 gmin 38
674 śląskim 38
675 utworzony 38
676 moskwie 38
677 utworów 38
678 względem 38
679 prawo 38
680 medal 38
681 midipyrnes 38
682 istniejąca 38
683 mierzy 38
684 roślin 38
685 administracyjnej 38
686 świętego 38
687 dekanatu 38
688 pedagog 38
689 j 38
690 wojnie 38
691 administracyjnie 38
692 swoją 38
693 austrii 38
694 przyrody 38
695 tam 38
696 stadion 38
697 osoby 38
698 rezerwat 38
699 premiera 38
700 szwecji 38
701 kategorii 38
702 prowadzi 38
703 czas 38
704 albo 38
705 ciała 38
706 czechach 38
707 planetoidy 38
708 wody 37
709 brazylii 37
710 bitwa 37
711 wyspa 37
712 należąca 37
713 dyplomata 37
714 gór 37
715 proces 37
716 czasu 37
717 hiszpański 37
718 sieci 37
719 rodzina 37
720 systemu 37
721 pomocą 37
722 przede 37
723 wszystkim 37
724 premier 37
725 arab 37
726 odbyły 37
727 lata 37
728 węgier 37
729 swoje 37
730 turniej 37
731 reprezentacja 37
732 społeczny 36
733 członków 36
734 krajowej 36
735 lotaryngia 36
736 nakładem 36
737 wytwórni 36
738 stronie 36
739 znana 36
740 piotr 36
741 wydawnictwo 36
742 oznaczenie 36
743 hebr 36
744 północy 36
745 hiszpanii 36
746 angielski 36
747 mistrzem 36
748 miejsca 36
749 niemiecka 36
750 północnym 36
751 znane 36
752 wielkości 35
753 ojciec 35
754 uczestnik 35
755 ruchu 35
756 chinach 35
757 seria 35
758 brazylijski 35
759 ps 35
760 którzy 35
761 stolica 35
762 niemiec 35
763 mają 35
764 jedynie 35
765 muzykę 35
766 samej 35
767 poza 35
768 jedno 35
769 firma 35
770 ugc 35
771 morza 35
772 parlamentu 35
773 nowego 35
774 rzędu 35
775 zbudowany 34
776 południowozachodniej 34
777 zakresie 34
778 dwukrotny 34
779 ośrodek 34
780 brat 34
781 ukraiński 34
782 trzeci 34
783 oficer 34
784 północnych 34
785 głównych 34
786 grand 34
787 fc 34
788 piłki 34
789 berlinie 34
790 okręt 34
791 termin 34
792 dzieci 33
793 north 33
794 so 33
795 jerzy 33
796 prezydenta 33
797 scenarzysta 33
798 domu 33
799 miało 33
800 kraj 33
801 piotra 33
802 prawdopodobnie 33
803 zsrr 33
804 gier 33
805 lwowie 33
806 publicysta 33
807 dynastii 33
808 nowe 33
809 rodanalpy 33
810 brązowy 33
811 nagrody 33
812 zwany 33
813 herschel 33
814 zwg 33
815 żydowskiego 33
816 piłkarskiej 32
817 szkoły 32
818 wg 32
819 normandia 32
820 żydowski 32
821 wielkiego 32
822 dziś 32
823 życie 32
824 autorstwa 32
825 ludzi 32
826 piosenka 32
827 klubie 32
828 afryki 32
829 wiedniu 32
830 archidiecezji 32
831 zajęła 32
832 pomocy 32
833 bądź 32
834 puchar 32
835 odbyła 32
836 prawnik 31
837 obejmujący 31
838 tytułu 31
839 east 31
840 strony 31
841 amerykańskiej 31
842 funkcję 31
843 złoty 31
844 związkowej 31
845 razem 31
846 los 31
847 niektórych 31
848 for 31
849 pierwszego 31
850 united 31
851 istnieje 31
852 panny 31
853 samochód 31
854 dzielnica 31
855 martin 31
856 liczyło 31
857 nosiła 31
858 zawody 31
859 rozpoczął 31
860 teorii 31
861 metoda 31
862 wokalista 30
863 city 30
864 województwo 30
865 rejon 30
866 podkarpackim 30
867 środkowego 30
868 twórca 30
869 ptaków 30
870 związany 30
871 michael 30
872 połowie 30
873 spraw 30
874 programu 30
875 di 30
876 biał 30
877 izraelu 30
878 największych 30
879 południowowschodniej 30
880 inżynier 30
881 królestwa 30
882 mocy 30
883 nazwie 30
884 nauczyciel 30
885 jednej 30
886 szwedzki 30
887 trakcie 30
888 więc 30
889 węg 30
890 rozwoju 30
891 narodowej 30
892 ostatni 30
893 czasów 30
894 nadaniem 30
895 tymczasowe 30
896 adam 30
897 pucharze 30
898 narodowego 29
899 południowym 29
900 czasem 29
901 góra 29
902 irlandii 29
903 głównym 29
904 święty 29
905 waży 29
906 krajów 29
907 robert 29
908 tour 29
909 utworzona 29
910 west 29
911 określenie 29
912 chemiczny 29
913 ks 29
914 białorusi 29
915 mistrzyni 29
916 urząd 29
917 wschodnich 29
918 grał 29
919 letnich 29
920 wojsk 29
921 by 29
922 tatrach 29
923 wersja 29
924 wspólnoty 29
925 książę 29
926 vi 29
927 pierwszą 29
928 jeszcze 29
929 rząd 29
930 karierę 29
931 rzecz 29
932 słowacji 29
933 szachista 29
934 prezydent 29
935 zajął 29
936 opolskim 28
937 celem 28
938 człowieka 28
939 icao 28
940 gdańsku 28
941 pucharu 28
942 cerkiew 28
943 górach 28
944 pochodzący 28
945 teatralny 28
946 saksonia 28
947 holandii 28
948 swój 28
949 edycja 28
950 nadreniapalatynat 28
951 działalność 28
952 artylerii 28
953 kolonia 28
954 zwykle 28
955 wielka 28
956 największym 28
957 tadeusz 28
958 krajach 28
959 forma 28
960 bardziej 28
961 metal 28
962 małopolskim 28
963 tekstów 28
964 alpach 28
965 końca 28
966 lekkoatletka 28
967 zlikwidowany 28
968 dom 28
969 yorkshire 28
970 rozgrywkach 28
971 drużyny 28
972 centralnym 27
973 kanadzie 27
974 prl 27
975 utwory 27
976 najwyższy 27
977 typ 27
978 główny 27
979 obu 27
980 dwie 27
981 del 27
982 austriacki 27
983 ameryce 27
984 żołnierz 27
985 muzyczna 27
986 organizacja 27
987 północnozachodniej 27
988 dekanat 27
989 koniec 27
990 ochrony 27
991 źródła 27
992 prawie 27
993 wybudowany 27
994 james 27
995 młodzieży 27
996 kaszb 27
997 mm 27
998 będący 27
999 pierwszych 27
1000 prix 27
1001 program 27
1002 stanisława 27
1003 biegu 27
1004 niemieckiej 27
1005 t 27
1006 amerykańskich 27
1007 polskim 27
1008 dywizja 27
1009 różne 27
1010 specjalizująca 27
1011 potok 27
1012 elementów 27
1013 całej 27
1014 wojennej 27
1015 najwyższej 27
1016 powstanie 27
1017 zbiór 26
1018 jazdy 26
1019 marii 26
1020 danii 26
1021 liga 26
1022 mitologii 26
1023 wschodzie 26
1024 pojęcie 26
1025 south 26
1026 druga 26
1027 status 26
1028 warszawskiego 26
1029 rosyjskiego 26
1030 drużyn 26
1031 nauki 26
1032 aż 26
1033 działania 26
1034 authority 26
1035 grupie 26
1036 tysięcy 26
1037 książek 26
1038 roli 26
1039 filmów 26
1040 grecji 26
1041 barwach 26
1042 santa 26
1043 broni 26
1044 aby 26
1045 piosenki 26
1046 iż 26
1047 wtedy 26
1048 kod 26
1049 płynie 26
1050 filozofii 26
1051 miastem 26
1052 matki 26
1053 obraz 26
1054 przedstawia 26
1055 służby 26
1056 sezonem 26
1057 mikroregionie 25
1058 pomnik 25
1059 le 25
1060 mistrzostwo 25
1061 edward 25
1062 całym 25
1063 występujące 25
1064 departament 25
1065 czeski 25
1066 sztuk 25
1067 stosowany 25
1068 budynek 25
1069 drugim 25
1070 liczby 25
1071 zamieszkuje 25
1072 mistrza 25
1073 niektóre 25
1074 temu 25
1075 informacji 25
1076 izby 25
1077 byli 25
1078 mający 25
1079 administracyjna 25
1080 strzelców 25
1081 street 25
1082 black 25
1083 występują 25
1084 dekanacie 25
1085 łączy 25
1086 alp 25
1087 iowa 25
1088 wówczas 25
1089 europejskiego 25
1090 g 25
1091 słow 25
1092 hrabstwa 25
1093 zakończył 25
1094 johna 25
1095 iata 25
1096 charles 25
1097 hiszp 25
1098 obroniła 25
1099 radziecki 24
1100 wyłącznie 24
1101 brytyjska 24
1102 dane 24
1103 debiutancki 24
1104 płycie 24
1105 ku 24
1106 drogi 24
1107 f 24
1108 sportowy 24
1109 ryby 24
1110 członkiem 24
1111 powstania 24
1112 obrony 24
1113 wł 24
1114 samego 24
1115 urzędu 24
1116 oryg 24
1117 cyklu 24
1118 doktor 24
1119 am 24
1120 rozgrywek 24
1121 barwy 24
1122 marka 24
1123 gatunku 24
1124 główną 24
1125 związane 24
1126 większości 24
1127 badań 24
1128 unii 24
1129 szwajcarii 24
1130 olimpijczyk 24
1131 pracował 24
1132 występował 24
1133 meksyku 24
1134 mecze 24
1135 krajowa 24
1136 poitoucharentes 24
1137 wynosiła 24
1138 ulica 24
1139 wydziału 24
1140 wybrzeżu 24
1141 pinyin 24
1142 pawła 24
1143 swojego 24
1144 szampaniaardeny 24
1145 razy 24
1146 ulic 24
1147 autorem 24
1148 mały 24
1149 przewodniczący 23
1150 vii 23
1151 viii 23
1152 swoim 23
1153 burgundia 23
1154 walki 23
1155 finlandii 23
1156 drużynie 23
1157 podobnie 23
1158 imperium 23
1159 fabularny 23
1160 komunikacji 23
1161 blisko 23
1162 zwycięzca 23
1163 h 23
1164 telewizji 23
1165 powodu 23
1166 kanadyjski 23
1167 znanych 23
1168 data 23
1169 mała 23
1170 czym 23
1171 sieć 23
1172 stefan 23
1173 lidze 23
1174 tomasz 23
1175 tytułem 23
1176 budowy 23
1177 bożego 23
1178 arcybiskup 23
1179 wschodu 23
1180 górze 23
1181 miały 23
1182 badania 23
1183 diecezja 23
1184 formie 23
1185 ceremonialnym 23
1186 unitary 23
1187 szkocji 23
1188 górnej 23
1189 windows 23
1190 brytyjskiego 23
1191 grze 23
1192 powyżej 23
1193 osobowy 23
1194 kolei 23
1195 eso 23
1196 najlepsze 23
1197 przedstawiciel 23
1198 stopniu 23
1199 jedynym 23
1200 pierwotnie 23
1201 sezonu 23
1202 du 23
1203 małych 23
1204 dolina 23
1205 animowany 23
1206 hokeista 23
1207 brzegu 23
1208 niedaleko 23
1209 otrzymał 23
1210 wyborczy 23
1211 elementy 23
1212 narodowy 23
1213 generalnej 23
1214 afryce 23
1215 lubuskim 23
1216 region 22
1217 music 22
1218 krzysztof 22
1219 paulo 22
1220 mezoregionie 22
1221 rio 22
1222 ren 22
1223 prace 22
1224 zakresu 22
1225 henryk 22
1226 polskie 22
1227 wpływ 22
1228 wartość 22
1229 możliwość 22
1230 szlachecki 22
1231 da 22
1232 komedia 22
1233 kilometrów 22
1234 zbrojnych 22
1235 dowódca 22
1236 szczególnie 22
1237 bawarii 22
1238 wspólnocie 22
1239 układu 22
1240 norwegii 22
1241 line 22
1242 prawosławnego 22
1243 national 22
1244 przełęcz 22
1245 zawodnikiem 22
1246 itp 22
1247 temat 22
1248 indiach 22
1249 męskie 22
1250 xvi 22
1251 jednostek 22
1252 zlokalizowana 22
1253 napisał 22
1254 franchecomt 22
1255 wybrzeże 22
1256 przedsiębiorstwo 22
1257 n 22
1258 przełomie 22
1259 wysokie 22
1260 laureat 22
1261 zachodu 22
1262 potem 22
1263 wokół 22
1264 powstało 22
1265 niemieckich 22
1266 nazywany 22
1267 arcymistrz 22
1268 egzemplarzy 22
1269 ono 22
1270 international 22
1271 samolot 22
1272 narciarski 22
1273 światła 22
1274 przeciwko 22
1275 dniu 22
1276 prac 22
1277 piosenek 22
1278 dyrektor 22
1279 towarzystwa 22
1280 szkoła 21
1281 wytwórnię 21
1282 xiv 21
1283 pałac 21
1284 lotnictwa 21
1285 żona 21
1286 gdyż 21
1287 wysokość 21
1288 rosyjska 21
1289 grająca 21
1290 warszawa 21
1291 czeskiej 21
1292 działaczka 21
1293 działający 21
1294 japoński 21
1295 nordpasdecalais 21
1296 technologii 21
1297 międzynarodowych 21
1298 kierowca 21
1299 wyścigowy 21
1300 miejski 21
1301 bułg 21
1302 bezpieczeństwa 21
1303 biskupa 21
1304 club 21
1305 paweł 21
1306 angeles 21
1307 choć 21
1308 chiński 21
1309 marek 21
1310 prowincja 21
1311 odmiana 21
1312 ponadto 21
1313 states 21
1314 navy 21
1315 bank 21
1316 dostępny 21
1317 iras 21
1318 niepodległości 21
1319 europejskiej 21
1320 belgii 21
1321 demokratycznej 21
1322 najświętszej 21
1323 mieszka 21
1324 projekt 21
1325 będzie 21
1326 modelu 21
1327 tuż 21
1328 zwana 21
1329 akwitania 21
1330 danej 21
1331 medalistka 21
1332 stanowią 21
1333 jeziora 21
1334 zależności 21
1335 lombardia 21
1336 skutek 21
1337 york 21
1338 ix 21
1339 xviii 21
1340 nagród 21
1341 każdy 21
1342 przypadku 21
1343 muzyka 21
1344 grup 21
1345 działalności 21
1346 potoku 21
1347 ptaka 21
1348 centralnej 20
1349 filmowa 20
1350 najważniejszych 20
1351 pola 20
1352 studia 20
1353 zachodnim 20
1354 zmarł 20
1355 league 20
1356 rumunii 20
1357 wybrzeża 20
1358 jednostki 20
1359 więcej 20
1360 wyprodukowany 20
1361 dramat 20
1362 bezpośrednio 20
1363 bramkarza 20
1364 parafialny 20
1365 tę 20
1366 akcji 20
1367 pasma 20
1368 bułgarii 20
1369 ohio 20
1370 badeniawirtembergia 20
1371 przestrzeni 20
1372 juniorów 20
1373 archipelagu 20
1374 znacznie 20
1375 słowa 20
1376 nawet 20
1377 prawy 20
1378 specjalista 20
1379 zelandii 20
1380 dział 20
1381 kalifornia 20
1382 us 20
1383 swojej 20
1384 kaszubska 20
1385 uss 20
1386 tvp 20
1387 sześciu 20
1388 zbudowana 20
1389 partia 20
1390 paśmie 20
1391 charakterze 20
1392 poprzeczką 20
1393 ponieważ 20
1394 miast 20
1395 angielskiego 20
1396 książki 20
1397 dziedzinie 20
1398 zwierząt 20
1399 county 20
1400 rozgrywa 20
1401 turnieju 20
1402 materiał 20
1403 stworzona 20
1404 czech 20
1405 zwłaszcza 20
1406 wzdłuż 20
1407 największą 20
1408 miejskiej 20
1409 założone 20
1410 thomas 20
1411 listy 20
1412 grani 20
1413 józefa 20
1414 komputerowych 20
1415 rządu 20
1416 zadebiutował 20
1417 rzymie 20
1418 papieża 20
1419 morskich 20
1420 międzynarodowy 20
1421 poniżej 20
1422 hiszpańska 20
1423 wydział 20
1424 zawodów 20
1425 university 20
1426 albert 20
1427 ruch 20
1428 zbigniew 19
1429 david 19
1430 urodzony 19
1431 australijski 19
1432 całego 19
1433 należących 19
1434 tutaj 19
1435 zamku 19
1436 cały 19
1437 prezes 19
1438 toruniu 19
1439 urządzenia 19
1440 bytowskim 19
1441 trasie 19
1442 pięciu 19
1443 dr 19
1444 współpracy 19
1445 roślina 19
1446 szczególności 19
1447 trasy 19
1448 piosenkarki 19
1449 erygowana 19
1450 głównej 19
1451 litewski 19
1452 państwowy 19
1453 uzyskał 19
1454 kirkut 19
1455 zaprojektowany 19
1456 świeckie 19
1457 ludność 19
1458 polityczny 19
1459 układ 19
1460 beskidzie 19
1461 środowiska 19
1462 major 19
1463 ujścia 19
1464 wioślarz 19
1465 nowa 19
1466 naukowe 19
1467 ak 19
1468 śmierć 19
1469 pełni 19
1470 mająca 19
1471 indyjski 19
1472 des 19
1473 pasmo 19
1474 izraela 19
1475 osoba 19
1476 włoch 19
1477 należała 19
1478 generalny 19
1479 sir 19
1480 zlokalizowany 19
1481 katalonii 19
1482 wyborach 19
1483 oprócz 19
1484 utworu 19
1485 niekiedy 19
1486 drugiego 19
1487 jerzego 19
1488 mniej 19
1489 systemem 19
1490 władysław 19
1491 węgrzech 19
1492 kolejnych 19
1493 stany 19
1494 bad 19
1495 williama 19
1496 południu 19
1497 szlak 19
1498 piąty 19
1499 katowicach 19
1500 wym 19
1501 gwiazdy 19
1502 północnowschodniej 19
1503 siatkowej 19
1504 sa 19
1505 pisarka 19
1506 wydane 19
1507 sołecka 19
1508 populacja 19
1509 projektu 19
1510 prefekturze 19
1511 obrębie 19
1512 siebie 19
1513 inaczej 19
1514 dzieła 19
1515 graniczy 19
1516 źródło 19
1517 ludowego 19
1518 polega 19
1519 rozgrywkowej 19
1520 nieistniejąca 19
1521 koszykarz 19
1522 komórki 19
1523 scenariusz 19
1524 pianista 18
1525 państw 18
1526 rock 18
1527 srebrny 18
1528 mianem 18
1529 brytyjskich 18
1530 chińskiej 18
1531 architekt 18
1532 rynku 18
1533 pow 18
1534 argentyński 18
1535 świętej 18
1536 angielskim 18
1537 obejmująca 18
1538 paul 18
1539 monachium 18
1540 sudetach 18
1541 świat 18
1542 rozgrywki 18
1543 częściowo 18
1544 czerwonej 18
1545 pw 18
1546 van 18
1547 południowa 18
1548 niewielka 18
1549 siedzibę 18
1550 biegach 18
1551 historia 18
1552 całości 18
1553 dotyczące 18
1554 przeciw 18
1555 zachodzie 18
1556 kanał 18
1557 źródeł 18
1558 siły 18
1559 osiedla 18
1560 wielkość 18
1561 świetlnych 18
1562 czasopismo 18
1563 wydawane 18
1564 zgodnie 18
1565 księstwa 18
1566 pojezierzu 18
1567 załogi 18
1568 zespole 18
1569 prowansjaalpylazurowe 18
1570 artysta 18
1571 gitarzysta 18
1572 budynków 18
1573 dość 18
1574 konstrukcji 18
1575 gatunkiem 18
1576 słowo 18
1577 marna 18
1578 europejskich 18
1579 nią 18
1580 samorządzie 18
1581 sztafecie 18
1582 czechosłowacji 18
1583 henryka 18
1584 dolnej 18
1585 dodatkowo 18
1586 louis 18
1587 językiem 18
1588 no 18
1589 zatoki 18
1590 prawosławny 18
1591 der 18
1592 japońska 18
1593 wspólnota 18
1594 osiągnął 18
1595 polegająca 18
